Name,year,age,event,category1,category2,Occupation,Career/Personal Life
Lewis Hamilton,1985,0,"Lewis Hamilton was born on 7 January 1985 in Stevenage, Hertfordshire.",Early life and education,,Sports,Career
Lewis Hamilton,1993,8,Lewis Hamilton began karting in 1993 and quickly began winning races and cadet class championships.,Junior racing career,Karting,Sports,Personal Life
Lewis Hamilton,2001,16,"Lewis Hamilton began Lewis Hamilton's car racing career in the 2001 British Formula Renault Winter Series, finishing fifth in the standings.",Junior racing career,Formula Renault and Formula Three,Sports,Personal Life
Lewis Hamilton,2002,17,"Asked in 2002 about the prospect of becoming one of the youngest ever Formula One drivers, Lewis Hamilton replied that Lewis Hamilton's goal was ""not to be the youngest in Formula One"" but rather ""to be experienced and then show what Lewis Hamilton can do in Formula One"". Lewis Hamilton made Lewis Hamilton's debut with Manor Motorsport in the 2004 Formula 3 Euro Series, ending the 2004 Formula 3 Euro Series fifth in the championship.",Junior racing career,Formula Renault and Formula Three,Sports,Personal Life
Lewis Hamilton,2004,19,"According to then McLaren executive and future CEO Martin Whitmarsh, who was responsible for guiding Hamilton through the team's young driver programme, then McLaren executive and future CEO Martin Whitmarsh, who was responsible for guiding Hamilton through the team's young driver programme and Anthony Hamilton had a ""huge row"" at the end of the 2004 Formula 3 Euro Series, with Lewis Hamilton's father pushing for Lewis Hamilton to move up to GP2 for 2005, while then McLaren executive and future CEO Martin Whitmarsh, who was responsible for guiding Hamilton through the team's young driver programme felt that Lewis Hamilton should remain in the British Formula 3 Championship for a second season, culminating in then McLaren executive and future CEO Martin Whitmarsh, who was responsible for guiding Hamilton through the team's young driver programme tearing up Lewis Hamilton's contract; however, Lewis Hamilton called then McLaren executive and future CEO Martin Whitmarsh, who was responsible for guiding Hamilton through the team's young driver programme six weeks later and re-signed with McLaren.[0",Junior racing career,Formula Renault and Formula Three,Sports,Personal Life
Lewis Hamilton,2007,22,"After months of speculation on whether Lewis Hamilton, Pedro de la Rosa or Gary Paffett would be paired with defending champion Fernando Alonso for 2007, Lewis Hamilton was confirmed as McLaren's second driver.",Junior racing career,GP2,Sports,Personal Life
Lewis Hamilton,2008,23,"Lewis Hamilton won the title in dramatic fashion in the last race of the season, the 2008 Brazilian Grand Prix, overtaking Timo Glock for fifth position in the final corners of the last lap to become the then-youngest Formula One World Champion in history and to deny the home favourite Felipe Massa the title by one point.",Formula One career,McLaren (2007â2012),Sports,Personal Life
Lewis Hamilton,2012,27,"Before the end of the 2012 season, Lewis Hamilton announced, to much surprise, that Lewis Hamilton would be joining Mercedes for the 2013 season, replacing the retiring Michael Schumacher.",Formula One career,McLaren (2007â2012),Sports,Personal Life
Lewis Hamilton,2013,28,"Upon signing with Mercedes in 2013, Lewis Hamilton was reunited with his childhood karting teammate, Nico Rosberg.",Formula One career,Mercedes (2013âpresent),Sports,Personal Life
Lewis Hamilton,2015,30,"Lewis Hamilton dominated the 2015 season, winning ten races finishing on the podium a record seventeen times as Lewis Hamilton matched Lewis Hamilton's hero Ayrton Senna's three World Championships titles.",Formula One career,Mercedes (2013âpresent),Sports,Personal Life
Lewis Hamilton,2019,34,"Lewis Hamilton led the drivers' standings for the majority of 2019, fending off title challenges from team-mate Bottas, the Honda-powered Red Bull of Verstappen and Ferrari's's recently promoted Leclerc, to clinch Lewis Hamilton's sixth drivers' crown at the 2019 United States Grand Prix with two races remaining.",Formula One career,Mercedes (2013âpresent),Sports,Personal Life
Lewis Hamilton,2019,34,"After scoring Lewis Hamilton's sixth career grand slam in the final race of 2019, Lewis Hamilton ended 2019 with 11 wins (matching Lewis Hamilton's previous best in 2014 and 2018) and 17 podiums (matching the all-time record for a fourth time) as well as achieving 5 pole positions.",Formula One career,Mercedes (2013âpresent),Sports,Personal Life
Lewis Hamilton,2020,35,"Lewis Hamilton missed the 2020 Sakhir Grand Prix after contracting COVID-19, Lewis Hamilton's first race absence since Lewis Hamilton's debut in 2007.",Formula One career,Mercedes (2013âpresent),Sports,Personal Life
Lewis Hamilton,2020,35,Lewis Hamilton clinched the title at the 2020 Turkish Grand Prix with three rounds to spare and ended 2020 124 points clear of team-mate Bottas.,Formula One career,Mercedes (2013âpresent),Sports,Personal Life
Lewis Hamilton,2022,37,Lewis Hamilton scored more podium finishes and championship points than George Russell during the second half of 2022.,Formula One career,Mercedes (2013âpresent),Sports,Personal Life
Lewis Hamilton,2023,38,Lewis Hamilton achieved Lewis Hamilton's first podium of the 2023 season in Australia to extend Lewis Hamilton's own record.,Formula One career,Mercedes (2013âpresent),Sports,Personal Life
Lewis Hamilton,2010,25,"Earlier in Lewis Hamilton's career, Lewis Hamilton was criticised for being hot-headed at times, as demonstrated when Lewis Hamilton was disqualified in Imola in the GP2 Series for overtaking the safety car, something Lewis Hamilton went on to repeat four years later in Formula One at the 2010 European Grand Prix in Valencia.",Driver profile,Driving style,Sports,Personal Life
Lewis Hamilton,2020,35,"After Lewis Hamilton won Lewis Hamilton's seventh title in 2020, John Watson stated that Lewis Hamilton ""is, by a million miles, the greatest driver of his generation and you can argue Lewis Hamilton will go on to be the greatest Formula One driver of all time"", and highlighted Lewis Hamilton's fearlessness as being key to Lewis Hamilton's success, as evidenced by Lewis Hamilton's performance against double world champion team-mate Alonso in Lewis Hamilton's rookie season and Lewis Hamilton's decision to leave McLaren for Mercedes.",Driver profile,Reception,Sports,Personal Life
Lewis Hamilton,2019,34,"After the 2019 Abu Dhabi Grand Prix, Lewis Hamilton reflected on Niki Lauda, who died at the start of the week's career, saying: ""Ultimately, as a driver, Lewis Hamilton's goal one day is to hopefully be as respected as Niki Lauda, who died at the start of the week was ...",Driver profile,Helmet,Sports,Personal Life
Lewis Hamilton,2008,23,In the aftermath it was reported that Lewis Hamilton had been targeted by Luca di Montezemolo regarding a Ferrari drive for 2008.,Driver profile,Rivalries,Sports,Personal Life
Lewis Hamilton,2013,28,"When Lewis Hamilton joined Mercedes in 2013, Lewis Hamilton was paired alongside old karting teammate and friend Nico Rosberg.",Driver profile,Rivalries,Sports,Personal Life
Lewis Hamilton,2008,23,"In 2008, Lewis Hamilton was heckled and otherwise abused during pre-season testing at the Circuit de Catalunya by several Spanish spectators who wore black face paint and black wigs, as well as shirts bearing the words ""Lewis Hamilton's familly [sic]"".",Public image and influence,Racist treatment,Sports,Career
Lewis Hamilton,2021,36,"In 2021, Lewis Hamilton was subjected to online racist abuse following a controversial win at the British Grand Prix.",Public image and influence,Racist treatment,Sports,Career
Lewis Hamilton,2019,34,"In 2019, Toto Wolff, Lewis Hamilton's team boss at Mercedes, described how Lewis Hamilton was ""scarred for life"" by racist abuse inflicted during Lewis Hamilton's childhood.",Public image and influence,Racist treatment,Sports,Career
Lewis Hamilton,2021,36,"In July 2021, Lewis Hamilton spoke out against the ""cowardly"" anti-LGBT laws in Hungary, after Hungary introduced a law that limits discussions of LGBT sexualities in school.[0",Public image and influence,Activism and philanthropy,Sports,Career
Lewis Hamilton,2017,32,"In June 2017, Lewis Hamilton joined the Super Dads initiative, a special the United Nations Children's Fund (UNICEF) campaign that highlighted the critical role played by fathers in early childhood development.",Public image and influence,Activism and philanthropy,Sports,Career
Lewis Hamilton,2021,36,"In 2021, Lewis Hamilton was named the most influential Black Briton in the 14th Powerlist, for Lewis Hamilton's sporting success and Lewis Hamilton's advocacy in the Black Lives Matter movement.",Public image and influence,Media reception,Sports,Career
Lewis Hamilton,2020,35,"In 2020, Lewis Hamilton was listed as one of Time magazine's 100 most influential people globally, and was knighted in the 2021 New Year Honours for services to motorsports.[0",Public image and influence,Media reception,Sports,Career
Lewis Hamilton,2018,33,Lewis Hamilton is credited as an executive producer for the 2018 documentary film The Game Changers.,Other ventures,,Sports,Personal Life
Lewis Hamilton,2021,36,"Lewis Hamilton is also a supporter of LGBT rights, and strongly criticised the Hungarian government before the 2021 Hungarian Grand Prix, while also calling out the ""terrifying"" Saudi Arabian LGBT laws before the 2021 Hungarian Grand Prix.",Personal life,,Sports,Career
Lewis Hamilton,2022,37,"On 14 March 2022, Lewis Hamilton revealed that Lewis Hamilton is in the process of legally changing Lewis Hamilton's name to include Lewis Hamilton's mother's maiden name, Larbalestier, as a middle name.",Personal life,,Sports,Career
Lewis Hamilton,2022,37,"On 9 June 2022, Lewis Hamilton was made an honorary citizen of Brazil after a proposal made by politician AndrÃ© Figueiredo was passed in the Brazilian Chamber of Deputies.",Personal life,,Sports,Career
Lewis Hamilton,2007,22,"On 18 December 2007, Lewis Hamilton was suspended from driving in France for a month after being caught speeding at 196Â km/h (122Â mph) on a French motorway.",Personal life,Legal issues,Sports,Career
Lewis Hamilton,2010,25,"In 2010, Lewis Hamilton, like many other Formula One drivers, moved to Monaco, purchasing a house worth a reported Â£10Â million.",Personal life,Residence,Sports,Career
Lewis Hamilton,2017,32,"Lewis Hamilton also owns an apartment in Manhattan, New York which Lewis Hamilton bought for US$40Â million in 2017, and an estate in Colorado where Lewis Hamilton has said Lewis Hamilton would live after Lewis Hamilton's retirement.",Personal life,Residence,Sports,Career
Lewis Hamilton,2015,30,"In 2015, Lewis Hamilton was ranked as the richest British sportsperson, with an estimated personal fortune of Â£88Â million.",Personal life,Wealth and income,Sports,Career
Lewis Hamilton,2008,23,Lewis Hamilton won the Laureus Breakthrough of the Year Award in 2008 and the Sportsman of the Year Award in 2020.,Honours and achievements,Other awards,Sports,Career
Lewis Hamilton,2007,22,"Lewis Hamilton also won Pride of Britain Awards (2007), Best Driver ESPY Award (2017; 2021), BBC Sports Personality of the Year Award (2014; 2020), L'Ãquipe Champion of Champions (2020), and Gazzetta World Sportsman of the Year (2018; 2020), among others prizes and awards.",Honours and achievements,Other awards,Sports,Career
Lewis Hamilton,2014,29,"Lewis Hamilton was elected FIA Personality of the Year four times (2014; 2018; 2020; 2021), and was inducted to FIA Hall of Fame in 2017.",Honours and achievements,Other awards,Sports,Career
Brad Pitt,1995,32,Brad Pitt gave critically acclaimed performances in David Fincher's crime thriller Seven (1995) and the science fiction film 12 Monkeys (1995).,summary,,Entertainment,Career
Brad Pitt,2004,41,"Brad Pitt cemented Brad Pitt's leading man status starring in blockbusters such as the historical epic Troy (2004), the romantic crime film Mr. & Mrs. Smith (2005), the horror film World War Z (2013), and the action film Bullet Train (2022).",summary,,Entertainment,Career
Brad Pitt,2008,45,"Brad Pitt received Academy Award nominations for Brad Pitt's performances in The Curious Case of Benjamin Button (2008) and Moneyball (2011), and Brad Pitt won the Academy Award for Best Supporting Actor for playing a stuntman in Once Upon a Time in Hollywood (2019).In 2001, Brad Pitt co-founded the production company Plan B Entertainment.",summary,,Entertainment,Career
Brad Pitt,2006,43,"Brad Pitt produced The Departed (2006), 12 Years a Slave (2013), and Moonlight (2016), all of which won the Academy Award for Best Picture, while others such as The Tree of Life (2011), Moneyball (2011), Selma (2014), and The Big Short (2015) were nominated for the Academy Award.[0",summary,,Entertainment,Career
Brad Pitt,1963,0,"Brad Pitt was born on December 18, 1963, in Shawnee, Oklahoma, to William Alvin Pitt, the proprietor of a trucking company, and Jane Etta (nÃ©e Hillhouse), a school counselor.",Early life,,Entertainment,Personal Life
Brad Pitt,1982,19,"Following Brad Pitt's graduation from high school, Brad Pitt enrolled in the University of Missouri in 1982, majoring in journalism with a focus on advertising.",Early life,,Entertainment,Personal Life
Brad Pitt,1987,24,"In May 1987, Brad Pitt made Brad Pitt's television debut in a two-episode role on the NBC soap opera Another World.",Career,Early work (1987â1993),Entertainment,Career
Brad Pitt,1989,26,"Brad Pitt made two motion picture appearances in 1989: the first in a supporting role in the comedy Happy Together; the second a featured role in the horror film Cutting Class, the first of Brad Pitt's films to reach theaters.",Career,Early work (1987â1993),Entertainment,Career
Brad Pitt,1995,32,"Despite Brad Pitt's winning two MTV Movie Awards at the 1995 ceremony, Brad Pitt's performance was poorly received.",Career,Breakthrough (1994â1998),Entertainment,Career
Brad Pitt,2000,37,"Mick LaSalle of the San Francisco Chronicle said Brad Pitt was ""ideally cast as an Irishman whose accent is so thick even Brits can't understand himan Irishman whose accent is so thick even Brits can't understand him"", going on to say that, before Guy Ritchie's 2000 gangster film Snatch, Brad Pitt had been ""shackled by roles that called for brooding introspection, but recently Brad Pitt has found Brad Pitt's calling in black comic outrageousness and flashy extroversion;"" while Amy Taubin of The Village Voice claimed that ""Brad Pitt gets maximum comic mileage out of a one-joke role"".",Career,Rise to prominence (1999â2003),Entertainment,Career
Brad Pitt,2001,38,"Mark Holcomb of Salon.com enjoyed 2001's $143Â million-grossing Cold War thriller Spy Game, although Salon.com noted that neither Brad Pitt nor Robert Redford's provided ""much of an emotional connection for the audience"".",Career,Rise to prominence (1999â2003),Entertainment,Career
Brad Pitt,2004,41,"Brad Pitt had two major film roles in 2004, starring as Achilles in Troy, and reprising his role, Rusty Ryan, in the sequel Ocean's Twelve.",Career,Worldwide recognition (2004â2008),Entertainment,Career
Brad Pitt,2008,45,"Brad Pitt was later cast as Benjamin Button, the lead in David Fincher's 2008 film The Curious Case of Benjamin Button, a loosely adapted version of a 1921 short story by F. Scott Fitzgerald.",Career,Worldwide recognition (2004â2008),Entertainment,Career
Brad Pitt,2011,48,"Brad Pitt produced and appeared in Terrence Malick's experimental drama The Tree of Life, co-starring Sean Penn, which won the Palme d'Or at the 2011 Cannes Film Festival.",Career,Established actor (2009âpresent),Entertainment,Career
Brad Pitt,2017,54,"Brad Pitt played a recurring role as a weatherman on the late-night talk show The Jim Jefferies Show throughout 2017.A 2017 sequel to World War Z was in announced in 2016, before 2017.A 2017 sequel to World War Z was briefly delayed, then confirmed to be directed by David Fincher, and then ultimately shelved due to budget issues.",Career,Established actor (2009âpresent),Entertainment,Career
Brad Pitt,2004,41,"Brad Pitt visited the University of Missouri campus in October 2004 to encourage students to vote in the 2004 U.S. presidential election, in which Brad Pitt supported John Kerry.",Philanthropy and activism,,Entertainment,Personal Life
Brad Pitt,2006,43,"In an October 2006 interview with Esquire, Brad Pitt said that Brad Pitt would marry Jolie when everyone in America is legally able to marry.",Philanthropy and activism,,Entertainment,Personal Life
Brad Pitt,2012,49,"In March 2012, Brad Pitt was featured in a performance of Dustin Lance Black's play, 8Â â a staged reenactment of the federal trial that overturned California's Prop 8 ban on same-sex marriageÂ â as Judge Vaughn Walker.",Philanthropy and activism,,Entertainment,Personal Life
Brad Pitt,2005,42,"Brad Pitt was finalized by the Los Angeles Superior Court on October 2, 2005.",Personal life,Relationships,Entertainment,Personal Life
Brad Pitt,2008,45,"Brad Pitt adopted three-year-old Pax Thien in the United States on February 21, 2008.At the Cannes Film Festival in May 2008, Jolie confirmed that Jolie was expecting twins.",Personal life,Children,Entertainment,Personal Life
Brad Pitt,2016,53,"In September 2016, the FBI and the Los Angeles Department of Children and Family Services investigated Brad Pitt for child abuse following an incident on a plane, where Brad Pitt was accused by an anonymous person of being ""verbally abusive"" and ""physical"" towards one of the children's.",Personal life,Children,Entertainment,Personal Life
Brad Pitt,2022,59,"In 2022, Brad Pitt said that Brad Pitt had struggled for years to recognize people's faces due to prosopagnosia (face blindness).",Personal life,Prosopagnosia,Entertainment,Personal Life
Brad Pitt,2013,50,"In a 2013 interview, Brad Pitt said that Brad Pitt's inability to recognize people's faces had become so severe that Brad Pitt often wanted to stay home.",Personal life,Prosopagnosia,Entertainment,Personal Life
Brad Pitt,1995,32,"Brad Pitt has been cited as a sex symbol by many sources, including Empire, who named Brad Pitt one of the 25 sexiest stars in film history in 1995.",Public image,,Entertainment,Career
Brad Pitt,1995,32,"1995, Brad Pitt was named People's Sexiest Man Alive, an accolade Brad Pitt received again in 2000.",Public image,,Entertainment,Career
Brad Pitt,2009,46,"Brad Pitt was again included on the Time 100 list, a compilation of the 100 most influential people in the world, as selected annually by Time magazine in 2009, this time in the ""Builders and Titans"" list.",Public image,,Entertainment,Career
Pele,1999,59,"In 1999, Pele was named Athlete of the Century by the International Olympic Committee and was included in the Time list of the 100 most important people of the 20th century.",summary,,Sports,Personal Life
Pele,2010,70,"In 2010, Pele was named the honorary president of the New York Cosmos.",summary,,Sports,Personal Life
Pele,1940,0,"Pele was born Edson Arantes do Nascimento on 23 October 1940 in TrÃªs CoraÃ§Ãµes, Minas Gerais, the son of Fluminense footballer Dondinho (born JoÃ£o Ramos do Nascimento) and Celeste Arantes (born November 1922).",Early years,,Sports,Personal Life
Pele,1922,-18,"Fluminense footballer Dondinho (born JoÃ£o Ramos do Nascimento) and Celeste Arantes (born November 1922) decided to remove the ""i"" and call Pele ""Edson"", but there was a typo on Pele's birth certificate, leading many documents to show Pele's name as ""Edison"", not ""Edson"", as Pele was called.",Early years,,Sports,Personal Life
Pele,1956,16,"In 1956, de Brito took Pele to Santos, an industrial and port city located near SÃ£o Paulo, to try out for professional club Santos FC, telling professional club Santos FC's directors that Pele would be ""the greatest football player in the world"". Pele impressed professional club Santos FC coach Lula during Pele's trial at the EstÃ¡dio Vila Belmiro, and Pele signed a professional contract with professional club Santos FC in June 1956. Pele was highly promoted in the local media as a future superstar.",Club career,Santos,Sports,Personal Life
Pele,1956,16,"Pele made Pele's senior team debut on 7 September 1956 at the age of 15 against Corinthians de Santo AndrÃ© and had an impressive performance in a 7â1 victory, scoring the first goal in Pele's prolific career during the match.",Club career,Santos,Sports,Personal Life
Pele,1957,17,"When the 1957 season started, Pele was given a starting place in the first team and, at the age of 16, became the top scorer in the league.",Club career,Santos,Sports,Personal Life
Pele,1958,18,"won Pele's first major title with professional club Santos FC in 1958 as professional club Santos FC won the Campeonato Paulista; Pele would finish the Campeonato Paulista as the top scorer, with 58 goals, a record that still stands today.",Club career,Santos,Sports,Personal Life
Pele,1963,23,Pele helped professional club Santos FC overcome a Botafogo team that featured Brazilian greats such as Garrincha and Jairzinho with a last-minute goal in the first leg of the semi-final stage of the 1963 Copa Libertadores which made it 1â1.,Club career,Santos,Sports,Personal Life
Pele,1962,22,Pele would also help professional club Santos FC retain the 1962 Intercontinental Cup and the TaÃ§a Brasil against Inter Milan and Bahia respectively.,Club career,Santos,Sports,Personal Life
Pele,1977,37,"Pele finished Pele's official playing career on 28 August 1977, by leading the New York Cosmos of the North American Soccer League (NASL) to the New York Cosmos of the North American Soccer League (NASL)'s second Soccer Bowl title with a 2â1 win over the Seattle Sounders at the Civic Stadium in Portland, Oregon.",Club career,New York Cosmos,Sports,Personal Life
Pele,1962,22,"When the 1962 World Cup started, Pele was considered the best player in the world.",International career,1962 World Cup,Sports,Personal Life
Pele,1969,29,"Pele was called to the national team in early 1969, Pele refused at first, but then accepted and played in six World Cup qualifying matches, scoring six goals.",International career,1970 World Cup,Sports,Personal Life
Pele,1970,30,"All of Brazil's's matches in The 1970 World Cup in Mexico (except the final) were played in Guadalajara, and in the first match against Czechoslovakia, Pele gave Brazil's a 2â1 lead, by controlling GÃ©rson's 50-yard pass with Pele's chest and then scoring.",International career,1970 World Cup,Sports,Personal Life
Pele,1958,18,"Following Pele's emergence at the 1958 World Cup Pele was nicknamed O Rei (""The King"").",Legacy,,Sports,Personal Life
Pele,2014,74,"In January 2014, Pele was awarded the first ever FIFA Ballon d'Or Prix d'Honneur as an acknowledgment from the world governing body of the sport for Pele's contribution to world football.",Legacy,Accolades,Sports,Personal Life
Pele,2020,80,"In 2020, Pele was named in the Ballon d'Or Dream Team, a greatest all-time XI.According to the RSSSF",Legacy,Accolades,Sports,Personal Life
Pele,1981,41,"From 1981 to 1986, Pele was romantically linked with TV presenter Xuxa.",Personal life,Relationships and children,Sports,Personal Life
Pele,1964,24,"Pele finally relented after a court-ordered DNA test proved Sandra Machado, who was born from an affair PelÃ© had in 1964 with a housemaid, Anizia Machado, was Pele's daughter.",Personal life,Relationships and children,Sports,Career
Pele,1995,55,"In January 1995, Pele was appointed by Fernando Cardoso as minister of sports.",Personal life,Politics,Sports,Personal Life
Pele,2017,77,"In December 2017, Pele appeared in a wheelchair at the 2018 World Cup draw in Moscow where Pele was pictured with President Vladimir Putin and Argentine footballer Diego Maradona.",Personal life,Health,Sports,Career
Pele,2021,81,"Although his eldest daughter Kely stated Pele was ""doing well"", Pele was reportedly readmitted to intensive care a few days later, before finally being released on 30 September 2021 to begin chemotherapy.",Personal life,Health,Sports,Career
Pele,2022,82,"In November 2022, ESPN Brasil reported that Pele had been taken to hospital with ""general swelling"", along with cardiac issues and concerns that Pele's chemotherapy treatment was not having the expected effect; his eldest daughter Kely stated there was ""no emergency"".",Personal life,Health,Sports,Career
Pele,1994,54,"In 1994, Pele was appointed a UNESCO Goodwill Ambassador.",After football,,Sports,Personal Life
Pele,2001,61,"In 2001, Pele was accused of involvement in a corruption scandal that stole $700,000 from UNICEF.",After football,,Sports,Personal Life
Pele,1976,36,"Pele was trapped in a hotel together with Arthur Ashe and other tennis pros, who were participating in the interrupted 1976 Lagos WCT tournament.",After football,,Sports,Personal Life
Pele,2006,66,"Pele was asked to participate in the 2006 ESPN documentary film Once in a Lifetime: The Extraordinary Story of the New York Cosmos, but declined when the producers refused to pay Pele's requested $100,000 fee.Pele appeared at the 2006 World Economic Forum in Davos, and spoke on the subject titled, ""Can a Ball Change the World: The Role of Sports in Development"".",After football,,Sports,Personal Life
Pele,2010,70,"On 1 August 2010, Pele was introduced as the honorary president of a revived New York Cosmos, aiming to field a team in Major League Soccer.",After football,,Sports,Personal Life
Pele,1992,52,"In 1992, Pele was appointed a UN ambassador for ecology and the environment.",After football,,Sports,Personal Life
Pele,1995,55,Pele was also awarded Brazil's's gold medal for outstanding services to the sport in 1995.,After football,,Sports,Personal Life
Pele,2012,72,"In 2012, Pele was awarded an honorary degree from the University of Edinburgh for ""significant contribution to humanitarian and environmental causes, as well as Pele's sporting achievements"".",After football,,Sports,Personal Life
Pele,2016,76,"In March 2016, Pele filed a lawsuit against Samsung Electronics in the United States District Court for the Northern District of Illinois seeking US$30Â million in damages claiming violations under the Lanham Act for false endorsement and a state law claim for violation of Pele's right of publicity.",After football,,Sports,Personal Life
Pele,2018,78,"In 2018, Pele founded Pele's charitable organisation, the PelÃ© Foundation, which endeavours to empower impoverished and disenfranchised children from around the world's.",After football,,Sports,Personal Life
Pele,2021,81,"In 2021, Pele was diagnosed with colon cancer.",Death and funeral,,Sports,Career
Pele,2021,81,"Pele underwent surgery 2021, and afterwards was treated with several rounds of chemotherapy.",Death and funeral,,Sports,Career
Michael Jackson,1971,13,Michael Jackson began Michael Jackson's solo career in 1971 while at Motown Records.,summary,,Entertainment,Career
Michael Jackson,1987,29,"Michael Jackson helped propel the success of MTV and continued to innovate with the videos for Michael Jackson's subsequent albums: Bad (1987), Dangerous (1991), HIStory: Past, Present and Future, Book I (1995), and Invincible (2001).",summary,,Entertainment,Career
Michael Jackson,1993,35,"In 1993, Michael Jackson was accused of sexually abusing the child of a family friend.",summary,,Entertainment,Career
Michael Jackson,2005,47,"In 2005, Michael Jackson was tried and acquitted of further child sexual abuse allegations and several other charges.",summary,,Entertainment,Career
Michael Jackson,2009,51,"In 2009, while Michael Jackson was preparing for a series of comeback concerts, This Is It, Michael Jackson died from an overdose of propofol administered by his personal physician, Conrad Murray, who was convicted in 2011 of involuntary manslaughter for his personal physician, Conrad Murray, who was convicted in 2011's involvement in Michael Jackson's .",summary,,Entertainment,Career
Michael Jackson,1958,0,"Michael Jackson was born in Gary, Indiana, on August 29, 1958.",Life and career,Early life and the Jackson 5 (1958â1975),Entertainment,Career
Michael Jackson,2022,64,"Michael Jackson had the highest royalty rate in the music industry at that point, with about $2 for every album sold (equivalent to $6 in 2022), and was making record-breaking profits.",Life and career,"Thriller and Motown 25: Yesterday, Today, Forever (1982â1983)",Entertainment,Career
Michael Jackson,1984,26,"During the last concert of The Victory Tour of 1984 at the Dodger Stadium in Los Angeles, Michael Jackson announced Michael Jackson's split from his brothers during ""Shake Your Body"".Michael Jackson",Life and career,Pepsi incident and other commercial activities (1984â1985),Entertainment,Career
Michael Jackson,1985,27,"From 1985 to 1990, Michael Jackson donated $455,000 to the United Negro College Fund, and all profits from Michael Jackson's single ""Man in the Mirror"" went to charity.",Life and career,"Bad, autobiography, and Neverland (1987â1990)",Entertainment,Career
Michael Jackson,1992,34,"Michael Jackson visited Africa in early 1992; on Michael Jackson's first stop in Gabon Michael Jackson was greeted by more than 100,000 people, some of them carrying signs that read ""Welcome Home Michael Jackson"", and was awarded an Officer of the National Order of Merit from President Omar Bongo.",Life and career,Dangerous and public social work (1991â1993),Entertainment,Personal Life
Michael Jackson,1993,35,"In August 1993, Michael Jackson was accused of child sexual abuse by a 13-year-old boy, Jordan Chandler, and his father, Evan Chandler.",Life and career,First child sexual abuse accusations and first marriage (1993â1995),Entertainment,Career
Michael Jackson,1995,37,"In late 1995, Michael Jackson was admitted to a hospital after collapsing during rehearsals for a televised performance, caused by a stress-related panic attack.",Life and career,"HIStory, second marriage, fatherhood and Blood on the Dance Floor: HIStory in the Mix (1995â1997)",Entertainment,Career
Michael Jackson,1995,37,"In 1995, Michael Jackson won a Grammy for Best Music Video, Short Form, for ""Scream/Childhood"" and an American Music Award for Favorite Pop/Rock Male Artist.",Life and career,"HIStory, second marriage, fatherhood and Blood on the Dance Floor: HIStory in the Mix (1995â1997)",Entertainment,Career
Michael Jackson,2022,64,Michael Jackson was reportedly paid $17Â million (equivalent to $32Â million in 2022).,Life and career,"HIStory, second marriage, fatherhood and Blood on the Dance Floor: HIStory in the Mix (1995â1997)",Entertainment,Career
Michael Jackson,1999,41,"In 1999, Michael Jackson was presented with the ""Outstanding Humanitarian Award"" at Bollywood Movie Awards in New York City where Michael Jackson noted Mahatma Gandhi to have been an inspiration for Michael Jackson.",Life and career,Label dispute and Invincible (1997â2002),Entertainment,Personal Life
Michael Jackson,2009,51,"In March 2009, amid speculation about Michael Jackson's finances and health, Michael Jackson announced a series of comeback concerts, This Is It, at a press conference at the O2 Arena.",Life and career,"Final years, financial problems, Thriller 25 and This Is It (2005â2009)",Entertainment,Career
Michael Jackson,2009,51,"At the 2009 American Music Awards, Michael Jackson won four posthumous awards, including two for his compilation album Number Ones, bringing Michael Jackson's total American Music Awards to 26.",Death,Posthumous sales,Entertainment,Personal Life
Michael Jackson,1971,13,"Michael Jackson said Michael Jackson had learned a lot from watching how Diana Ross moved and sang, and that Diana Ross had encouraged Michael Jackson to have confidence in Michael Jackson.Choreographer David Winters, who met Michael Jackson while choreographing the 1971 Diana Ross TV special Diana!, said that Michael Jackson watched the musical West Side Story almost every week, and the musical West Side Story was Michael Jackson's favorite film; Michael Jackson paid tribute to the musical West Side Story in ""Beat It"" and the ""Bad"" video.",Artistry,Influences,Entertainment,Career
Michael Jackson,1984,26,"In 1984, Michael Jackson was honored with a ""Presidential Public Safety Commendation"" award by Ronald Reagan for Michael Jackson's humanitarian endeavors.",Honors and awards,,Entertainment,Personal Life
Michael Jackson,1990,32,"In 1990, Michael Jackson was honored as the ""Artist of the Decade"" by George H. W. Bush.",Honors and awards,,Entertainment,Personal Life
Michael Jackson,1992,34,"In 1992, Michael Jackson was honored as a ""Point of Light Ambassador"" by George H. W. Bush for inviting disadvantaged children to George H. W. Bush's Neverland Ranch.[0",Honors and awards,,Entertainment,Personal Life
Michael Jackson,1980,22,"Michael Jackson was inducted onto the Hollywood Walk of Fame in 1980 as a member of the Jacksons, and in 1984 as a solo artist.",Honors and awards,,Entertainment,Personal Life
Michael Jackson,1997,39,"Michael Jackson was inducted to the Rock and Roll Hall of Fame and Vocal Group Hall of Fame as a member of the Jackson 5 in 1997 and 1999, respectively, and again as a solo artist in 2001.",Honors and awards,,Entertainment,Personal Life
Michael Jackson,2002,44,"In 2002, Michael Jackson was added to the Songwriters Hall of Fame.",Honors and awards,,Entertainment,Personal Life
Michael Jackson,1992,34,"In 1992, Michael Jackson was invested as a titular king of Sanwi, a traditional kingdom located in the south-east of Ivory Coast.",Honors and awards,,Entertainment,Personal Life
