,0,1,2,3
1385,1991,"^ Gilbert 1991, pp.",References,Citations
1386,2001,"319–320; Jenkins 2001, p. 276.",References,Citations
1387,1991,"^ Gilbert 1991, p. 328.",References,Citations
1388,1991,"^ Gilbert 1991, pp. 329–332.",References,Citations
1389,1991,"^ Gilbert 1991, pp. 340–341.",References,Citations
1390,1916,24 March 1916. p. 3260.,References,Citations
1391,1991,"^ Gilbert 1991, pp. 342–245.",References,Citations
1392,1991,"^ Gilbert 1991, p. 346.",References,Citations
1393,1980,"^ Green, David (1980).",References,Citations
1394,1991,"^ Gilbert 1991, p. 360.",References,Citations
1395,1916,16 September 1916. p. 9100.,References,Citations
1396,1991,"^ Gilbert 1991, pp.",References,Citations
1397,1927,^ Jump up to: a b Churchill 1927.,References,Citations
1398,1970,"^ Rhodes James 1970, p. 86; Gilbert 1991, pp.",References,Citations
1399,1970,"^ Rhodes James 1970, p. 89; Gilbert 1991, pp.",References,Citations
1400,1991,"^ Gilbert 1991, p. 373.",References,Citations
1401,1970,"^ Rhodes James 1970, p. 90; Gilbert 1991, p. 374.",References,Citations
1402,1991,"^ Gilbert 1991, pp.",References,Citations
1403,1991,"^ Gilbert 1991, pp. 392–393.",References,Citations
1404,1991,"^ Gilbert 1991, pp. 379–380.",References,Citations
1405,1991,"^ Jump up to: a b c Gilbert 1991, p. 403.",References,Citations
1406,1970,"^ Rhodes James 1970, p. 91; Gilbert 1991, p. 403.",References,Citations
1407,1991,"^ Jump up to: a b Gilbert 1991, p. 404.",References,Citations
1408,1970,"^ Rhodes James 1970, p. 100; Gilbert 1991, pp. 404–405.",References,Citations
1409,1970,"^ Rhodes James 1970, p. 101; Gilbert 1991, p. 406.",References,Citations
1410,1991,"^ Gilbert 1991, pp. 406–407.",References,Citations
1411,1991,"^ Gilbert 1991, p. 401.",References,Citations
1412,1970,"^ Rhodes James 1970, pp.",References,Citations
1413,1991,"105–106; Gilbert 1991, p. 411.",References,Citations
1414,1970,"^ Rhodes James 1970, pp.",References,Citations
1415,1991,"102, 104; Gilbert 1991, p. 405.",References,Citations
1416,1991,"^ Gilbert 1991, pp. 411–412.",References,Citations
1417,1970,"^ Rhodes James 1970, p. 123; Gilbert 1991, p. 420.",References,Citations
1418,1970,"^ Rhodes James 1970, pp.",References,Citations
1419,1991,"126–127; Gilbert 1991, pp.",References,Citations
1420,1995,"422, 425; Jordan 1995, pp. 70–75.",References,Citations
1421,1991,"^ Gilbert 1991, pp.",References,Citations
1422,2009,"424–425; Douglas 2009, p. 861.",References,Citations
1423,1991,"^ Gilbert 1991, p. 428.",References,Citations
1424,1991,"^ Jump up to: a b c Gilbert 1991, p. 431.",References,Citations
1425,1991,"^ Gilbert 1991, pp.",References,Citations
1426,2016,"^ Brooks, Richard (28 February 2016).",References,Citations
1427,2022,Retrieved 27 January 2022.,References,Citations
1428,1991,"^ Gilbert 1991, p. 441.",References,Citations
1429,1970,"^ Rhodes James 1970, p. 133; Gilbert 1991, pp. 432–434.",References,Citations
1430,1991,"^ Gilbert 1991, p. 435.",References,Citations
1431,1991,"^ Gilbert 1991, p. 437.",References,Citations
1432,1991,"^ Gilbert 1991, p. 450.",References,Citations
1433,1991,"^ Jump up to: a b Gilbert 1991, p. 456.",References,Citations
1434,2001,"^ Jenkins 2001, p. 376.",References,Citations
1435,1922,10 November 1922. p. 8017.,References,Citations
1436,1991,"^ Gilbert 1991, p. 457.",References,Citations
1437,1970,"^ Rhodes James 1970, pp.",References,Citations
1438,1991,"150–151; Gilbert 1991, p. 459; Jenkins 2001, pp. 382–384.",References,Citations
1439,1991,"^ Gilbert 1991, p. 460.",References,Citations
1440,1991,"^ Gilbert 1991, pp. 462–463.",References,Citations
1441,1970,"^ Rhodes James 1970, pp.",References,Citations
1442,1991,"151–153; Gilbert 1991, pp. 460–461.",References,Citations
1443,1970,"^ Rhodes James 1970, p. 154; Gilbert 1991, p. 462.",References,Citations
1444,1970,"^ Rhodes James 1970, p. 154; Gilbert 1991, pp.",References,Citations
1445,2001,"462–463; Ball 2001, p. 311.",References,Citations
1446,1970,"^ Rhodes James 1970, pp.",References,Citations
1447,1991,"155, 158; Gilbert 1991, p. 465.",References,Citations
1448,1991,"^ Jump up to: a b Gilbert 1991, p. 467.",References,Citations
1449,1991,"^ Gilbert 1991, p. 469.",References,Citations
1450,2001,"^ Jenkins 2001, p. 404.",References,Citations
1451,1991,"^ Gilbert 1991, pp. 468–489.",References,Citations
1452,1970,"^ Rhodes James 1970, pp.",References,Citations
1453,1991,"169–174; Gilbert 1991, pp. 475–476.",References,Citations
1454,1991,"^ Gilbert 1991, pp. 477–479.",References,Citations
1455,1964,"^ Bromage, Mary (1964), Churchill and Ireland, University of Notre Dame Press, Notre Dame, IL, pg 108, Library of Congress Catalog Card Number 64-20844  ^ Gilbert 1991, p. 480.",References,Citations
1456,1970,"^ Rhodes James 1970, p. 183; Gilbert 1991, p. 489.",References,Citations
1457,2001,"^ Jenkins 2001, pp.",References,Citations
1458,1991,"^ Jump up to: a b Gilbert 1991, p. 491.",References,Citations
1459,2001,"^ Jenkins 2001, pp. 421–423.",References,Citations
1460,2001,"^ Jenkins 2001, p. 51.",References,Citations
1461,1991,"^ Gilbert 1991, p. 496.",References,Citations
1462,2001,"^ Jenkins 2001, p. 434.",References,Citations
1463,1991,"^ Gilbert 1991, p. 495.",References,Citations
1464,1991,"^ Gilbert 1991, pp. 499–500.",References,Citations
1465,1991,"^ Gilbert 1991, p. 500.",References,Citations
1466,2001,"^ Jump up to: a b Jenkins 2001, p. 443.",References,Citations
1467,1991,"^ Gilbert 1991, pp. 502–503.",References,Citations
1468,1991,"^ Jump up to: a b Gilbert 1991, p. 503.",References,Citations
1469,2001,"^ Jenkins 2001, pp. 443–444.",References,Citations
1470,2001,"^ Jump up to: a b Jenkins 2001, p. 444.",References,Citations
1471,2001,"^ Jenkins 2001, p. 445.",References,Citations
1472,1932,"^ ""Meeting Hitler, 1932"".",References,Citations
1473,2015,5 March 2015.,References,Citations
1474,2021,Retrieved 22 May 2021.,References,Citations
1475,1991,"^ Jump up to: a b Gilbert 1991, p. 508.",References,Citations
1476,2001,"^ Jenkins 2001, pp. 468–469.",References,Citations
1477,2001,"^ Jenkins 2001, pp. 445–446.",References,Citations
1478,1991,"^ Gilbert 1991, pp. 508–509.",References,Citations
1479,2001,"^ Jenkins 2001, p. 470.",References,Citations
1480,1991,"^ Gilbert 1991, pp.",References,Citations
1481,2001,"^ Jenkins 2001, pp. 479–480.",References,Citations
1482,1991,"^ Gilbert 1991, p. 533.",References,Citations
1483,1935,24 October 1935. pp. 357–369.,References,Citations
1484,2021,Retrieved 17 May 2021.,References,Citations
1485,1991,"We cannot afford to see Nazidom in its present phase of cruelty and intolerance, with all its hatreds and all its gleaming weapons, paramount in Europe  ^ Jump up to: a b Gilbert 1991, p. 544.",References,Citations
1486,1935,24 October 1935. pp. 357–369.,References,Citations
1487,2021,Retrieved 17 May 2021.,References,Citations
1488,1970,"^ Rhodes James 1970, p. 408.",References,Citations
1489,1937,"^ Boadilla by Esmond Romilly, first published 1937, republished by ""The Clapton Press"".",References,Citations
1490,2019,29 May 2019.,References,Citations
1491,2018,2018.,References,Citations
1492,1991,"ISBN 978-1-9996543-0-6  ^ Gilbert 1991, pp.",References,Citations
1493,1991,"^ Gilbert 1991, pp. 538–539.",References,Citations
1494,1991,"^ Gilbert 1991, p. 547.",References,Citations
1495,1991,"^ Gilbert 1991, pp. 568–569.",References,Citations
1496,1991,"^ Gilbert 1991, p. 569.",References,Citations
1497,1991,"^ Gilbert 1991, p. 570.",References,Citations
1498,2001,"^ Jenkins 2001, pp. 514–515.",References,Citations
1499,1991,"^ Gilbert 1991, pp. 576–577.",References,Citations
1500,2001,"^ Jenkins 2001, p. 516.",References,Citations
1501,1991,"^ Gilbert 1991, p. 588.",References,Citations
1502,1991,"^ Gilbert 1991, p. 589.",References,Citations
1503,1991,"^ CHURCHILL BY HIMSELF The Definitive Collection of Quotations, Edited by Richard M. Langworth  ^ Gilbert 1991, pp. 590–591.",References,Citations
1504,1991,"^ Gilbert 1991, p. 594.",References,Citations
1505,1991,"^ Gilbert 1991, p. 595.",References,Citations
1506,1991,"^ Gilbert 1991, p. 598.",References,Citations
1507,2001,"^ Jenkins 2001, p. 527.",References,Citations
1508,1938,5 October 1938.,References,Citations
1509,2019,Archived from the original on 13 September 2019.,References,Citations
1510,2020,Retrieved 27 April 2020.,References,Citations
1511,1991,"^ Jump up to: a b Gilbert 1991, p. 634.",References,Citations
1512,2017,"^ Shakespeare 2017, p. 30.",References,Citations
1513,2001,"^ Jenkins 2001, pp. 573–574.",References,Citations
1514,2001,"^ Jenkins 2001, pp. 576–577.",References,Citations
1515,2001,"^ Jenkins 2001, p. 579.",References,Citations
1516,2017,"^ Shakespeare 2017, pp. 299–300.",References,Citations
1517,2001,"^ Jenkins 2001, p. 582.",References,Citations
1518,2001,"^ Jump up to: a b Jenkins 2001, p. 583.",References,Citations
1519,2001,"^ Jenkins 2001, p. 586.",References,Citations
1520,2015,"^ Arthur 2015, p. 170.",References,Citations
1521,2001,"^ Jenkins 2001, p. 592.",References,Citations
1522,2001,"^ Jenkins 2001, p. 590.",References,Citations
1523,1993,"^ Blake & Louis 1993, pp.",References,Citations
1524,2001,"^ Jenkins 2001, pp. 587–588.",References,Citations
1525,2016,"^ Hermiston 2016, pp. 26–29.",References,Citations
1526,2001,"^ Jenkins 2001, pp. 714–715.",References,Citations
1527,1993,"^ Blake & Louis 1993, pp.",References,Citations
1528,2016,"^ Hermiston 2016, p. 41.",References,Citations
1529,2001,"^ Jenkins 2001, p. 599.",References,Citations
1530,2001,"^ Jenkins 2001, pp. 602–603.",References,Citations
1531,2001,"^ Jenkins 2001, pp. 611–612.",References,Citations
1532,1991,"^ Gilbert 1991, p. 65.",References,Citations
1533,2008,"^ Mather, John (29 August 2008).",References,Citations
1534,2020,Retrieved 14 May 2020.,References,Citations
1535,2001,"^ Jenkins 2001, p. 591.",References,Citations
1536,1940,13 May 1940.,References,Citations
1537,2021,Archived from the original on 19 May 2021.,References,Citations
1538,2020,Retrieved 30 April 2020.,References,Citations
1539,1940,4 June 1940. pp. 1501–1525.,References,Citations
1540,2020,Retrieved 30 April 2020.,References,Citations
1541,2001,"{{cite book}}: |work= ignored (help)  ^ Jenkins 2001, p. 597.",References,Citations
1542,1940,4 June 1940.,References,Citations
1543,2020,Retrieved 30 April 2020.,References,Citations
1544,1940,4 June 1940. p. 791.,References,Citations
1545,2020,Retrieved 14 January 2020.,References,Citations
1546,2009,"{{cite book}}: |work= ignored (help)  ^ Hastings 2009, pp. 44–45.",References,Citations
1547,2009,"^ Hastings 2009, pp. 51–53.",References,Citations
1548,2001,"^ Jenkins 2001, p. 621.",References,Citations
1549,1940,18 June 1940. p. 61.,References,Citations
1550,2020,Retrieved 30 April 2020.,References,Citations
1551,1940,18 June 1940.,References,Citations
1552,2020,Retrieved 30 April 2020.,References,Citations
1553,2004,"^ Playfair, Major-General I. S. O.; with Stitt R.N., Commander G. M. S.; Molony, Brigadier C. J. C. & Toomer, Air Vice-Marshal S. E. (2004) [1st.",References,Citations
1554,1954,HMSO 1954].,References,Citations
1555,1941,The Mediterranean and Middle East: The Early Successes Against Italy (to May 1941).,References,Citations
1556,1986,"^ Dalton 1986, p. 62.",References,Citations
1557,1940,20 August 1940.,References,Citations
1558,2005,Archived from the original on 12 March 2005.,References,Citations
1559,2020,Retrieved 30 April 2020.,References,Citations
1560,1940,20 August 1940. p. 1167.,References,Citations
1561,2020,Retrieved 30 April 2020.,References,Citations
1562,2001,"{{cite book}}: |work= ignored (help)  ^ Jenkins 2001, p. 640.",References,Citations
1563,2001,"^ Jenkins 2001, p. 641.",References,Citations
1564,2004,"^ Neiberg 2004, p. 118-119.",References,Citations
1565,2008,"^ Lukacs, John (Spring–Summer 2008).",References,Citations
1566,2020,Retrieved 5 May 2020.,References,Citations
1567,2001,"^ Jenkins 2001, pp. 614–615.",References,Citations
1568,2001,"^ Jenkins 2001, pp. 658–659.",References,Citations
1569,2001,"^ Jenkins 2001, pp. 665–666.",References,Citations
1570,1942,1 January 1942.,References,Citations
1571,2020,Retrieved 11 May 2020.,References,Citations
1572,2001,"^ Bromage, pg 162  ^ Jenkins 2001, p. 667.",References,Citations
1573,2001,"^ Jenkins 2001, p. 670.",References,Citations
1574,2001,"^ Jenkins 2001, pp. 677–678.",References,Citations
1575,2001,"^ Jenkins 2001, p. 674.",References,Citations
1576,2001,"^ Jenkins 2001, p. 679.",References,Citations
1577,2001,"^ Jenkins 2001, p. 682.",References,Citations
1578,2001,"^ Jenkins 2001, p. 680.",References,Citations
1579,2001,"^ Jenkins 2001, pp.",References,Citations
1580,2001,"^ Jump up to: a b Jenkins 2001, p. 681.",References,Citations
1581,2015,"^ Glueckstein, Fred (10 November 2015).",References,Citations
1582,2020,Retrieved 22 May 2020.,References,Citations
1583,2005,"^ Bayly & Harper 2005, pp. 251–253.",References,Citations
1584,1943,"^ ""Bengal famine of 1943 caused by British policy failure, not drought: Study"".",References,Citations
1585,2019,"New Delhi: Bennett, Coleman & Co. Ltd. 20 March 2019.",References,Citations
1586,2020,Retrieved 4 December 2020.,References,Citations
1587,1977,"^ Sen 1977, pp. 52–55.",References,Citations
1588,1977,"^ Jump up to: a b Sen 1977, p. 52.",References,Citations
1589,2021,"^ Jump up to: a b c Roberts, Andrew; Gebreyohanes, Zewditu (14 March 2021).",References,Citations
1590,2021,Retrieved 5 May 2021.,References,Citations
1591,2010,"^ Jump up to: a b Herman, Arthur L. (13 September 2010).",References,Citations
1592,2021,Retrieved 5 May 2021.,References,Citations
1593,1977,"^ Sen 1977, p. 40.",References,Citations
1594,2015,"^ Khan 2015, p. 213.",References,Citations
1595,2000,"^ Devereux, Stephen (2000).",References,Citations
1596,2017,Archived from the original (PDF) on 16 May 2017.,References,Citations
1597,2001,"^ Jenkins 2001, pp. 688–690.",References,Citations
1598,2001,"^ Jump up to: a b Jenkins 2001, p. 690.",References,Citations
1599,2001,"^ Jenkins 2001, p. 692.",References,Citations
1600,1978,"^ Cooper 1978, pp. 376–377.",References,Citations
1601,2001,"^ Jenkins 2001, pp. 692–698.",References,Citations
1602,2001,"^ Jenkins 2001, p. 698.",References,Citations
1603,2001,"^ Jenkins 2001, pp. 699–701.",References,Citations
1604,2001,"^ Jump up to: a b c Jenkins 2001, p. 702.",References,Citations
1605,2001,"^ Jenkins 2001, pp. 705–706.",References,Citations
1606,1943,"^ Middleton, Drew (24 January 1943).",References,Citations
1607,1943,"""Roosevelt, Churchill Map 1943 War Strategy At Ten-Day Conference Held In Casablanca; Giraud And De Gaulle, Present, Agree On Aims"".",References,Citations
1608,2001,"^ Jenkins 2001, pp. 705–707.",References,Citations
1609,2001,"^ Jenkins 2001, pp. 707–711.",References,Citations
1610,2001,"^ Jenkins 2001, pp. 719–720.",References,Citations
1611,2007,"^ Roberts, Geoffrey (Fall 2007).",References,Citations
1612,1162,doi:10.1162/jcws.2007.9.4.6.,References,Citations
1613,2001,"^ Jenkins 2001, p. 725.",References,Citations
1614,2001,"^ Jenkins 2001, pp. 726–728.",References,Citations
1615,2016,1 April 2016.,References,Citations
1616,2020,Retrieved 21 May 2020.,References,Citations
1617,2001,"^ Jenkins 2001, pp. 713–714.",References,Citations
1618,2001,"^ Jenkins 2001, p. 713.",References,Citations
1619,1985,"^ Tompkins, Peter (1985).",References,Citations
1620,0032,ISSN 0032-325X.,References,Citations
1621,2001,"^ Jenkins 2001, pp.",References,Citations
1622,2001,"^ Jump up to: a b Jenkins 2001, p. 730.",References,Citations
1623,2001,"^ Jenkins 2001, p. 737.",References,Citations
1624,1992,"^ Abel-Smith, Brian (January 1992).",References,Citations
1625,1111,doi:10.1111/j.1468-246X.1992.tb00900.x.,References,Citations
1626,2001,"^ Jenkins 2001, p. 733.",References,Citations
1627,2008,"^ Lynch 2008, pp. 1–4.",References,Citations
1628,2008,"^ Marr 2008, pp. 5–6.",References,Citations
1629,2001,"^ Jenkins 2001, pp. 744–745.",References,Citations
1630,2001,"^ Jenkins 2001, p. 746.",References,Citations
1631,2001,"^ Jenkins 2001, p. 754.",References,Citations
1632,1978,^ Jump up to: a b Resis 1978.,References,Citations
1633,2001,"^ Jenkins 2001, p. 759.",References,Citations
1634,2001,"^ Jenkins 2001, p. 760.",References,Citations
1635,2001,"^ Jenkins 2001, p. 773.",References,Citations
1636,2001,"^ Jenkins 2001, pp. 778–779.",References,Citations
1637,2001,"^ Jenkins 2001, p. 779.",References,Citations
1638,1978,"^ Tolstoy 1978, p. 360.",References,Citations
1639,1974,"^ Hummel, Jeffrey Rogers (1 November 1974).",References,Citations
1640,2020,Retrieved 28 January 2020.,References,Citations
1641,2001,"^ Jenkins 2001, pp. 777–778.",References,Citations
1642,2005,"^ Taylor 2005, pp. 262–264.",References,Citations
1643,2001,"^ Jenkins 2001, p. 777.",References,Citations
1644,2010,18 March 2010.,References,Citations
1645,2020,Retrieved 2 May 2020.,References,Citations
1646,2001,"^ Jump up to: a b Jenkins 2001, p. 778.",References,Citations
1647,2005,"^ Taylor 2005, pp. 430–431.",References,Citations
1648,2009,"^ Jump up to: a b Marr 2009, pp. 423–424.",References,Citations
1649,2005,"^ Hawley, Charles (11 February 2005).",References,Citations
1650,2020,Retrieved 2 May 2020.,References,Citations
1651,2016,"^ Hermiston 2016, pp. 353–354.",References,Citations
1652,2016,"^ Jump up to: a b Hermiston 2016, p. 355.",References,Citations
1653,2016,"^ Hermiston 2016, p. 356.",References,Citations
1654,1942,"^ Daniel Todman, Britain's War: A New World, 1942–1947 (2020) p 744.",References,Citations
1655,2016,"^ Hermiston 2016, p. 360.",References,Citations
1656,1988,"^ Gilbert 1988, pp.",References,Citations
1657,2001,"^ Jenkins 2001, pp. 795–796.",References,Citations
1658,2001,"^ Jenkins 2001, p. 796.",References,Citations
1659,2001,"^ Jenkins 2001, pp. 791–795.",References,Citations
1660,2001,"^ Jenkins 2001, p. 792.",References,Citations
1661,2011,"^ Addison, Paul (17 February 2011).",References,Citations
1662,1945,"""Why Churchill Lost in 1945"".",References,Citations
1663,2020,Retrieved 4 June 2020.,References,Citations
1664,2001,"^ Jenkins 2001, p. 793.",References,Citations
1665,2001,"^ Jump up to: a b Jenkins 2001, p. 798.",References,Citations
1666,1988,"^ Jump up to: a b Gilbert 1988, p. 108.",References,Citations
1667,1988,"^ Gilbert 1988, pp.",References,Citations
1668,1991,"^ Gilbert 1991, p. 855.",References,Citations
1669,2016,"^ Hermiston 2016, pp. 366–367.",References,Citations
1670,2001,"^ Jenkins 2001, pp. 798–799.",References,Citations
1671,2001,"^ Jenkins 2001, pp. 789–794.",References,Citations
1672,1980,^ Pelling 1980.,References,Citations
1673,1988,"^ Gilbert 1988, p. 113.",References,Citations
1674,2001,"^ Jenkins 2001, p. 807.",References,Citations
1675,1987,"^ Harriman, Pamela (December 1987).",References,Citations
1676,2020,Retrieved 14 May 2020.,References,Citations
1677,1946,5 March 1946.,References,Citations
1678,2020,Retrieved 14 May 2020.,References,Citations
1679,2001,"^ Jenkins 2001, p. 810.",References,Citations
1680,1970,"^ Rhodes James 1970, p. 220.",References,Citations
1681,1988,"^ Gilbert 1988, pp.",References,Citations
1682,1995,"^ Charmley 1995, pp.",References,Citations
1683,1991,"^ Gilbert 1991, pp.",References,Citations
1684,2014,"^ Collins, Stephen (17 November 2014).",References,Citations
1685,2020,Retrieved 14 May 2020.,References,Citations
1686,1950,"^ ""1950: Labour limps home"".",References,Citations
1687,2001,2001.,References,Citations
1688,2020,Retrieved 16 May 2020.,References,Citations
1689,2001,"^ Jenkins 2001, p. 842.",References,Citations
1690,2001,"^ Jenkins 2001, p. 844.",References,Citations
1691,2001,"^ Jenkins 2001, pp. 844–845.",References,Citations
1692,2001,"^ Jenkins 2001, p. 858.",References,Citations
1693,2012,"^ Judd 2012, p. 260.",References,Citations
1694,1988,"^ Gilbert 1988, p. 911.",References,Citations
1695,2022,Retrieved 8 May 2022.,References,Citations
1696,1995,"^ Jump up to: a b Charmley 1995, pp. 263–265.",References,Citations
1697,2001,"^ Jenkins 2001, p. 860.",References,Citations
1698,1988,"^ Gilbert 1988, pp.",References,Citations
1699,2001,"^ Jenkins 2001, p. 847.",References,Citations
1700,1988,"^ Gilbert 1988, pp. 846–857.",References,Citations
1701,1995,"^ Charmley 1995, p. 266.",References,Citations
1702,2001,"^ Jenkins 2001, pp. 868–871.",References,Citations
1703,2001,"^ Jenkins 2001, p. 896.",References,Citations
1704,2001,"^ Jenkins 2001, pp. 846–848.",References,Citations
1705,2001,"^ Jenkins 2001, pp.",References,Citations
1706,1995,"^ Charmley 1995, p. 255.",References,Citations
1707,1998,"^ Brown 1998, pp. 339–340.",References,Citations
1708,1995,"^ Charmley 1995, pp.",References,Citations
1709,2012,"^ Mumford 2012, p. 49.",References,Citations
1710,1988,"^ Gilbert 1988, pp. 805–806.",References,Citations
1711,1993,"^ Blake & Louis 1993, p. 405.",References,Citations
1712,2001,"^ Jenkins 2001, pp. 848–849.",References,Citations
1713,1988,"^ Gilbert 1988, pp. 936–937.",References,Citations
1714,1991,"^ Gilbert 1991, pp. 920–922.",References,Citations
1715,2001,"^ Jenkins 2001, pp. 880–881.",References,Citations
1716,1988,"^ Gilbert 1988, pp. 1009–1017.",References,Citations
1717,1995,"^ Charmley 1995, pp. 289–291.",References,Citations
1718,2000,"^ Rasor 2000, p. 205.",References,Citations
1719,1988,"^ Gilbert 1988, pp. 1224–1225.",References,Citations
1720,2001,"^ Jump up to: a b c d e f Jenkins 2001, p. 911.",References,Citations
1721,2001,"^ Jenkins 2001, pp.",References,Citations
1722,2011,"^ Lovell 2011, p. 486.",References,Citations
1723,1995,"^ Montague Browne 1995, pp. 302–303.",References,Citations
1724,1991,"^ Jump up to: a b c Gilbert 1991, p. 958.",References,Citations
1725,2007,"^ Bennett 2007, pp. 376–380.",References,Citations
1726,2001,"^ Jump up to: a b Jenkins 2001, p. 912.",References,Citations
1727,2000,"^ Rasor 2000, p. 300.",References,Citations
1728,2015,"^ Dunn, James (14 March 2015).",References,Citations
1729,2020,Retrieved 16 May 2020.,References,Citations
1730,2005,"^ Waterfield, Giles (Summer 2005).",References,Citations
1731,2002,24 November 2002.,References,Citations
1732,2020,Retrieved 16 May 2020.,References,Citations
1733,1963,^ 88th Congress (1963–1964) (9 April 1963).,References,Citations
1734,4374,"4374 (88th): An Act to proclaim Sir Winston Churchill an honorary citizen of the United States of America"".",References,Citations
1735,2020,Retrieved 16 May 2020.,References,Citations
1736,2004,15 January 2004.,References,Citations
1737,2020,Retrieved 16 May 2020.,References,Citations
1738,1984,^ Colombo 1984.,References,Citations
1739,2001,"^ Jenkins 2001, pp. 819–823.",References,Citations
1740,1953,"^ ""The Nobel Prize in Literature 1953 – Winston Churchill"".",References,Citations
1741,2020,Retrieved 7 August 2020.,References,Citations
1742,1899,"^ ""Spring 1899 (Age 24): The First Political Campaign"".",References,Citations
1743,2015,5 February 2015.,References,Citations
1744,2020,Retrieved 15 May 2020.,References,Citations
1745,2001,"^ Jenkins 2001, pp. 506–507.",References,Citations
1746,2001,"^ Jenkins 2001, p. 279.",References,Citations
1747,1941,"^ Jump up to: a b c Knickerbocker 1941, pp.",References,Citations
1748,1990,"^ Soames 1990, pp. 1–224.",References,Citations
1749,2010,"^ Wainwright, Martin (19 August 2010).",References,Citations
1750,2020,Retrieved 15 May 2020.,References,Citations
1751,2013,"^ Glueckstein, Fred (20 June 2013).",References,Citations
1752,2020,Retrieved 15 May 2020.,References,Citations
1753,2013,"^ Richards, Michael (9 June 2013).",References,Citations
1754,2020,Retrieved 15 May 2020.,References,Citations
1755,2001,"^ Jump up to: a b Jenkins 2001, p. 3.",References,Citations
1756,1980,"^ Addison 1980, pp.",References,Citations
1757,2001,"^ Jenkins 2001, pp.",References,Citations
1758,2003,"^ Haffner 2003, p. 19.",References,Citations
1759,1980,"^ Addison 1980, p. 36.",References,Citations
1760,2001,"^ Jenkins 2001, p. 213.",References,Citations
1761,1970,"^ Rhodes James 1970, p. 6.",References,Citations
1762,1980,"^ Addison 1980, pp.",References,Citations
1763,2001,"^ Jenkins 2001, pp.",References,Citations
1764,1970,"^ Rhodes James 1970, p. 20.",References,Citations
1765,1991,"^ Gilbert 1991, p. 168.",References,Citations
1766,1970,"^ Rhodes James 1970, pp.",References,Citations
1767,2001,"^ Jenkins 2001, p. xv.",References,Citations
1768,1970,"^ Rhodes James 1970, p. 53.",References,Citations
1769,1970,"^ Rhodes James 1970, p. ix.",References,Citations
1770,1970,"^ Rhodes James 1970, p. 31.",References,Citations
1771,1970,"^ Rhodes James 1970, pp. 31–33.",References,Citations
1772,1991,"^ Gilbert 1991, p. xx.",References,Citations
1773,2016,"^ Hermiston 2016, p. 19.",References,Citations
1774,2001,"^ Jenkins 2001, p. 601.",References,Citations
1775,2001,"^ Ball 2001, pp.",References,Citations
1776,1980,"^ Addison 1980, p. 26.",References,Citations
1777,1970,"^ Rhodes James 1970, p. 174.",References,Citations
1778,1980,"^ Addison 1980, pp.",References,Citations
1779,1958,"^ Moritz 1958, p. 428.",References,Citations
1780,1991,"^ Gilbert 1991, p. xix.",References,Citations
1781,1970,"^ Rhodes James 1970, p. 34.",References,Citations
1782,2001,"^ Jump up to: a b Jenkins 2001, p. 152.",References,Citations
1783,1980,"^ Addison 1980, p. 44.",References,Citations
1784,1970,"^ Rhodes James 1970, p. 33.",References,Citations
1785,1970,"^ Rhodes James 1970, pp. 33–34.",References,Citations
1786,1980,"^ Addison 1980, p. 38.",References,Citations
1787,2001,"^ Ball 2001, p. 308.",References,Citations
1788,2001,"^ Jenkins 2001, p. 22.",References,Citations
1789,2011,"^ Adams 2011, p. 253.",References,Citations
1790,1980,"^ Addison 1980, pp.",References,Citations
1791,2009,"^ Gilbert, Martin (31 May 2009).",References,Citations
1792,2020,Retrieved 22 June 2020.,References,Citations
1793,1906,^  Winston Churchill (28 February 1906).,References,Citations
1794,1243,col. 1243–1244.,References,Citations
1795,2005,"^ Addison 2005, p. 233.",References,Citations
1796,1980,"^ Addison 1980, p. 39.",References,Citations
1797,1920,"^ Churchill, Winston (8 February 1920).",References,Citations
1798,2003,"^ Brustein 2003, p. 309.",References,Citations
1799,2013,"^ Cohen 2013, pp. 55–56.",References,Citations
1800,2015,"^ Jump up to: a b c Murphy, Philip (22 January 2015).",References,Citations
1801,2022,Retrieved 17 February 2022.,References,Citations
1802,2020,"^ Limaye, Yogita (20 July 2020).",References,Citations
1803,2022,Retrieved 17 February 2022.,References,Citations
1804,2012,"^ Freeman, David (Winter 2012–13).",References,Citations
1805,2020,Retrieved 7 November 2020.,References,Citations
1806,1984,"^ Sorrels 1984, p. 190.",References,Citations
1807,2017,29 November 2017.,References,Citations
1808,2020,Retrieved 16 May 2020.,References,Citations
1809,2001,"^ Jenkins 2001, p. 890.",References,Citations
1810,2020,Retrieved 16 May 2020.,References,Citations
1811,2009,21 September 2009.,References,Citations
1812,2022,Retrieved 31 July 2022.,References,Citations
1813,2018,4 March 2018.,References,Citations
1814,2020,Retrieved 16 May 2020.,References,Citations
1815,2017,"^ Liao, Shannon (17 September 2017).",References,Citations
1816,2021,Retrieved 8 May 2021.,References,Citations
1817,1991,"^ Gilbert 1991, p. 200; Jenkins 2001, p. 140.",References,Citations
1818,1991,"^ Gilbert 1991, p. 207.",References,Citations
1819,2018,"^ Doward, Jamie (25 February 2018).",References,Citations
1820,2018,Retrieved 25 February 2018.,References,Citations
1821,2018,"^ Roberts 2018, pp. 385–387.",References,Citations
1822,1991,"^ Gilbert 1991, p. 205; Jenkins 2001, p. 203.",References,Citations
1823,2012,"^ Soames 2012, p. 13.",References,Citations
